crop,N,P,K,ph,rainfall,temperature,humidity
Dry Chillies,54.98,30.51,36.89,6.6,964.71,27.04,50.21
Dry Chillies,53.31,36.89,39.43,6.87,852.76,28.16,46.93
Dry Chillies,54.4,31.87,34.7,6.69,625.65,24.25,42.43
Dry Chillies,54.52,35.57,35.61,6.54,793.84,29.14,44.71
Dry Chillies,54.57,37.41,32.73,6.57,971.35,22.64,41.03
Dry Chillies,52.31,34.35,30.29,6.65,920.23,21.61,56.49
Dry Chillies,58.6,33.25,39.19,6.91,971.26,29.94,41.81
Dry Chillies,52.05,37.89,37.83,6.55,932.17,27.53,43.38
Dry Chillies,51.06,37.42,31.88,6.24,940.8,29.96,42.97
Dry Chillies,57.18,33.67,34.22,7.21,550.17,25.11,48.31
Dry Chillies,53.09,37.99,38.17,6.09,842.86,21.84,46.07
Dry Chillies,51.51,30.41,38.62,6.66,915.81,24.42,44.36
Dry Chillies,52.86,32.5,39.16,6.64,954.01,25.4,55.47
Dry Chillies,56.27,31.63,38.83,6.45,859.24,24.67,58.55
Dry Chillies,58.04,31.96,39.21,6.16,609.9,25.86,44.86
Dry Chillies,57.54,33.39,31.32,7.03,752.62,24.82,40.01
Dry Chillies,58.13,32.56,31.43,7.24,674.53,23.13,51.05
Dry Chillies,57.65,36.5,34.13,7.26,740.31,29.17,47.0
Dry Chillies,56.13,39.76,37.38,7.4,789.49,26.42,52.0
Dry Chillies,58.65,34.81,30.34,6.9,539.67,20.36,48.24
Dry Chillies,51.85,30.63,33.28,7.36,735.79,27.98,46.13
Dry Chillies,52.15,31.24,38.41,7.26,742.02,22.26,45.7
Garlic,53.77,42.34,53.87,6.2,936.56,16.75,40.39
Garlic,70.53,48.15,50.98,6.49,939.28,19.24,53.28
Garlic,79.31,44.46,53.59,6.6,831.18,16.52,47.74
Garlic,95.01,47.58,51.87,6.23,805.36,23.5,55.87
Garlic,85.1,47.91,53.82,6.33,747.55,23.18,59.97
Garlic,51.37,46.36,58.39,6.76,585.54,15.41,58.14
Garlic,77.36,47.8,55.73,6.92,733.63,15.76,47.99
Garlic,72.77,42.74,56.64,6.77,610.07,21.34,53.02
Garlic,56.11,45.55,51.14,6.22,546.61,15.08,42.55
Garlic,58.65,47.12,52.78,7.0,754.21,19.57,52.35
Garlic,76.44,43.55,51.9,7.31,744.61,22.86,58.84
Garlic,88.08,48.59,57.26,7.22,998.84,19.96,46.95
Garlic,62.85,48.68,59.84,6.47,824.81,24.27,57.7
Garlic,55.65,43.21,52.2,6.26,577.26,18.56,52.99
Garlic,76.18,41.09,50.86,6.38,810.52,21.08,40.04
Garlic,50.17,44.81,59.48,7.3,621.19,17.92,49.95
Garlic,59.09,44.61,59.31,6.45,947.39,21.21,52.82
Garlic,81.5,48.98,59.24,6.62,870.85,15.06,41.98
Garlic,57.55,42.12,59.08,7.39,859.14,23.9,54.89
Garlic,74.19,45.77,51.21,7.4,600.5,16.02,56.62
Garlic,94.86,47.74,51.74,7.15,629.69,22.32,49.18
Garlic,99.87,41.76,59.28,6.28,944.28,15.73,40.72
Garlic,89.36,41.98,52.17,6.68,530.67,21.88,56.47
Garlic,72.2,43.28,55.62,7.37,619.26,15.65,58.63
Garlic,97.46,41.51,56.06,7.29,539.56,15.07,45.73
Garlic,83.2,44.14,56.62,7.38,883.3,24.87,44.65
Garlic,83.56,49.44,53.83,6.97,999.93,21.13,52.44
Garlic,98.77,41.48,50.99,6.14,744.73,22.08,41.01
Garlic,51.85,46.57,53.75,7.17,749.79,16.2,48.7
Garlic,51.82,49.04,56.36,6.16,969.2,23.96,45.74
Garlic,53.51,46.35,59.16,6.31,556.89,23.73,44.28
Garlic,97.23,48.06,58.47,7.08,665.41,20.81,56.03
Garlic,75.68,45.07,50.91,6.57,594.84,21.34,52.5
Garlic,77.01,46.3,50.55,7.15,667.91,16.13,42.37
Garlic,89.95,47.19,50.2,6.8,569.99,17.5,43.27
Garlic,92.37,49.04,58.15,6.68,815.35,15.39,48.73
Garlic,67.35,43.24,58.64,6.16,927.27,16.49,48.88
Garlic,68.87,42.64,58.92,7.03,817.39,20.16,53.26
Garlic,64.63,44.66,52.38,7.38,933.76,19.15,49.89
Garlic,51.35,41.03,55.68,6.94,571.06,15.46,54.95
Garlic,71.32,41.16,50.09,6.96,709.34,15.8,55.93
Garlic,75.9,49.94,56.3,7.45,795.57,20.68,51.55
Garlic,62.7,40.71,51.9,6.05,962.98,16.57,57.6
Garlic,57.56,46.85,57.79,7.03,597.09,15.06,43.01
Garlic,89.82,42.35,55.49,6.04,722.1,19.48,52.21
Garlic,89.65,48.85,50.89,6.89,771.08,20.16,59.27
Garlic,74.47,43.09,52.22,7.19,640.54,24.9,47.74
Garlic,88.59,46.8,58.16,7.01,953.42,20.47,48.38
Garlic,56.96,46.67,54.59,6.31,910.91,15.94,41.8
Garlic,66.23,44.84,53.7,6.78,818.86,22.14,49.82
Garlic,88.81,45.73,57.47,6.22,557.73,16.62,59.85
Garlic,65.4,48.08,52.63,6.44,808.07,18.96,59.92
Garlic,60.91,45.49,55.46,6.98,652.97,22.03,44.9
Garlic,88.51,41.62,50.03,7.47,754.41,15.19,43.68
Garlic,79.58,46.48,54.39,6.71,509.09,20.89,56.98
Garlic,88.86,47.67,56.17,6.87,573.86,19.88,51.81
Garlic,97.04,40.48,56.18,7.16,972.99,15.88,59.49
Garlic,94.38,44.88,58.48,7.32,573.48,16.76,59.16
Garlic,80.73,40.22,51.27,6.25,872.16,16.88,48.1
Garlic,80.13,41.62,57.38,7.22,584.0,24.06,48.27
Garlic,86.77,41.78,50.14,6.08,817.06,16.21,44.43
Garlic,63.17,43.29,50.83,6.23,599.25,23.01,58.79
Garlic,99.51,48.34,59.36,6.37,521.99,15.5,59.13
Garlic,71.1,49.44,59.72,6.57,992.89,22.45,41.93
Garlic,61.31,40.33,57.59,6.13,953.3,22.89,50.21
Garlic,91.36,41.38,54.86,7.4,697.48,15.29,53.05
Garlic,66.22,46.92,57.49,6.54,985.96,17.49,59.68
Garlic,59.92,41.97,54.0,6.19,752.3,22.22,57.79
Garlic,68.44,43.93,59.07,6.48,812.52,18.69,55.12
Garlic,83.63,40.35,53.79,6.77,702.1,15.78,56.72
Garlic,88.71,41.32,56.13,6.21,898.37,16.37,47.28
Garlic,96.81,44.81,56.4,7.26,773.74,24.12,58.56
Garlic,95.98,49.26,56.85,6.95,713.34,21.62,50.44
Garlic,91.18,43.46,58.96,6.42,589.32,23.68,44.86
Garlic,99.29,42.4,59.44,7.11,780.04,24.67,49.55
Garlic,99.2,41.69,58.78,6.38,641.46,22.43,41.02
Garlic,94.34,41.42,59.4,7.32,940.06,22.02,54.75
Garlic,74.83,43.95,50.35,6.46,536.96,21.86,57.08
Garlic,88.92,42.47,57.47,7.18,984.54,15.28,59.58
Garlic,83.11,43.24,56.7,6.78,596.64,20.25,54.9
Garlic,86.0,40.55,53.64,6.24,954.28,15.83,55.41
Garlic,96.65,40.15,53.15,7.17,863.11,23.4,55.05
Garlic,77.34,46.29,52.2,6.22,802.12,16.0,45.9
Garlic,61.24,43.33,57.26,6.73,703.74,16.83,42.4
Garlic,52.29,45.04,54.31,6.55,639.04,18.47,44.86
Garlic,74.97,45.42,59.49,6.3,802.81,18.87,59.67
Garlic,73.15,47.53,58.65,6.52,929.15,18.33,49.49
Garlic,72.46,46.88,56.53,6.53,686.41,18.2,40.08
Garlic,55.22,44.6,51.46,6.04,799.19,23.37,47.71
Garlic,58.34,48.21,57.38,6.92,532.83,15.59,52.5
Garlic,94.32,45.99,51.65,6.81,885.88,17.47,53.88
Garlic,61.06,48.18,54.75,6.22,923.44,19.05,46.11
Garlic,92.96,49.07,58.28,6.47,854.05,16.29,41.49
Garlic,63.98,44.68,53.5,6.43,960.15,16.16,54.81
Garlic,61.73,41.98,52.71,6.91,908.27,18.95,58.11
Garlic,52.94,48.94,51.04,7.16,700.6,21.3,42.12
Garlic,51.07,46.99,54.8,6.35,888.26,20.96,57.13
Garlic,70.95,43.19,50.87,6.36,868.85,22.21,56.07
Garlic,94.32,43.39,59.19,7.37,856.09,15.65,43.27
Garlic,62.09,45.99,55.49,6.54,827.51,23.08,51.44
Garlic,81.19,43.6,58.46,6.16,764.77,23.79,49.67
Garlic,56.8,47.43,55.57,7.44,750.0,23.63,41.3
Garlic,67.2,45.27,57.53,6.19,567.46,19.45,49.96
Garlic,93.97,43.39,52.42,6.93,884.98,17.67,44.85
Garlic,56.86,41.26,58.81,6.03,815.3,17.18,50.43
Garlic,50.62,41.99,59.47,7.4,785.23,18.34,54.67
Garlic,92.53,46.18,54.19,7.4,796.24,20.86,46.51
Garlic,51.37,41.14,51.58,6.43,551.49,20.58,48.6
Garlic,88.09,49.85,52.13,7.39,962.05,20.37,54.81
Garlic,65.79,45.7,54.83,6.68,663.57,18.6,43.83
Garlic,68.79,45.59,55.26,6.51,711.2,20.63,53.95
Garlic,59.25,46.31,50.3,6.57,697.09,24.85,43.75
Garlic,64.42,47.48,58.2,6.92,845.7,24.82,42.29
Garlic,77.03,46.58,56.65,6.98,888.04,16.69,56.77
Garlic,99.82,48.94,52.55,7.18,639.92,23.2,48.57
Garlic,76.01,42.02,51.64,7.1,520.66,15.24,42.93
Garlic,84.04,40.8,53.43,6.96,845.71,15.48,50.01
Garlic,63.16,48.37,53.21,6.24,716.21,22.28,46.93
Garlic,72.85,49.11,53.65,6.69,736.74,16.51,40.59
Garlic,73.75,47.9,59.5,6.81,695.76,22.58,50.54
Garlic,85.95,44.88,52.95,6.29,926.43,17.08,50.41
Garlic,77.32,47.54,55.04,7.43,564.08,24.93,53.07
Garlic,72.3,49.33,58.27,6.33,924.14,17.3,40.73
Garlic,68.68,45.69,55.51,6.58,723.64,18.6,43.59
Garlic,87.77,41.54,56.55,6.51,645.93,16.84,48.2
Garlic,68.75,43.81,52.5,6.34,860.62,24.84,56.05
Garlic,58.87,47.32,59.52,6.51,940.53,23.21,52.43
Garlic,69.02,41.44,59.27,6.25,575.81,23.04,43.66
Garlic,99.69,48.3,53.39,7.03,690.12,17.83,54.46
Garlic,76.93,42.49,56.05,6.85,933.2,24.21,43.91
Garlic,95.09,42.15,55.45,6.28,818.15,24.46,45.6
Garlic,84.36,41.57,55.3,6.47,500.33,23.73,51.38
Garlic,89.76,49.21,53.58,7.34,526.15,24.09,41.42
Garlic,89.85,42.38,54.28,7.16,943.62,18.83,41.3
Garlic,61.91,49.12,50.35,7.1,647.22,21.07,54.57
Garlic,67.42,47.01,51.47,7.14,731.65,16.16,55.51
Garlic,66.55,45.88,52.39,7.39,649.77,21.69,42.18
Garlic,94.06,44.61,52.97,6.48,987.13,15.18,57.48
Garlic,50.81,48.3,56.62,6.38,638.9,21.6,51.96
Garlic,59.38,41.62,51.07,6.96,974.35,20.52,41.87
Garlic,74.41,44.42,54.59,6.54,779.17,20.48,49.27
Garlic,98.91,48.6,51.07,6.01,615.98,17.6,57.73
Garlic,63.1,41.36,50.46,6.51,869.59,17.65,56.58
Garlic,62.99,46.01,52.29,6.31,528.43,19.2,42.78
Garlic,57.95,40.33,55.44,6.5,963.67,19.66,48.92
Garlic,97.85,43.97,50.78,6.12,646.9,16.42,51.42
Garlic,61.36,42.53,52.5,6.79,655.77,21.83,45.53
Garlic,58.81,43.97,54.01,6.28,908.45,18.18,42.87
Garlic,52.71,45.0,53.88,6.97,565.61,15.93,42.28
Garlic,64.94,47.39,51.45,6.47,653.29,23.26,53.77
Ginger,88.14,50.51,58.55,6.3,2213.65,26.93,89.63
Ginger,82.73,53.06,79.35,6.09,1756.43,21.6,75.99
Ginger,81.02,54.77,72.78,6.42,2369.21,26.03,75.81
Ginger,90.15,56.93,67.66,5.8,2229.38,28.06,84.29
Ginger,97.4,50.49,80.01,6.39,2150.35,24.3,84.91
Ginger,88.65,58.79,76.92,6.21,1627.48,26.88,81.38
Ginger,93.93,58.85,97.44,6.48,1870.29,26.16,83.11
Ginger,87.66,56.2,86.82,6.49,1502.35,23.82,84.75
Ginger,92.37,55.97,76.86,6.18,1857.42,26.19,83.26
Ginger,75.76,55.41,96.05,5.98,2426.17,26.8,88.31
Ginger,93.74,53.97,65.67,6.47,1857.04,22.85,79.06
Ginger,75.6,54.64,98.62,6.27,1596.33,24.41,83.29
Ginger,92.41,57.31,62.5,5.96,1722.28,27.22,89.42
Ginger,88.51,52.05,79.03,6.49,2254.15,21.14,83.75
Ginger,87.55,58.94,62.9,6.15,2488.47,23.37,85.36
Ginger,77.22,55.51,91.21,6.48,2215.77,24.6,89.89
Ginger,93.06,55.98,93.63,6.05,2389.85,23.86,88.89
Ginger,97.52,51.89,60.8,6.39,1563.0,21.42,86.69
Ginger,85.53,55.2,94.09,6.33,1701.12,24.73,78.13
Ginger,84.7,57.19,81.94,6.1,1586.13,23.01,70.55
Ginger,75.66,54.34,85.37,5.87,1701.1,27.27,78.62
Ginger,77.69,56.14,54.68,6.32,1945.55,20.23,86.74
Ginger,95.76,59.38,58.95,6.03,1977.58,28.0,75.29
Ginger,92.69,51.5,72.04,5.5,2480.07,23.84,84.26
Ginger,84.08,54.71,74.25,5.73,1974.21,28.38,74.0
Ginger,92.33,51.65,53.03,6.32,2280.68,27.65,86.85
Ginger,95.21,57.28,77.0,5.59,1762.27,21.85,88.27
Ginger,76.47,59.36,65.08,5.55,2116.38,26.02,71.82
Ginger,83.81,54.68,92.81,5.82,2413.94,22.43,72.07
Ginger,94.34,57.25,97.6,5.81,2036.6,29.14,84.62
Ginger,78.49,57.05,71.56,6.3,1562.84,29.39,77.66
Ginger,84.44,50.34,94.86,6.09,2127.15,21.59,71.49
Ginger,96.13,54.77,74.33,6.49,1968.63,21.54,76.85
Ginger,77.25,53.83,88.98,6.26,2454.83,20.75,76.39
Ginger,87.01,53.02,76.84,5.95,2276.36,25.38,84.24
Ginger,81.58,58.89,99.58,6.01,1655.31,21.77,71.75
Ginger,97.56,58.09,55.47,6.28,2002.76,21.8,80.86
Ginger,77.73,56.54,89.67,6.33,2413.99,27.27,80.38
Ginger,98.1,57.5,83.22,5.59,1683.0,21.05,84.5
Ginger,88.33,58.23,65.28,5.61,2036.86,29.68,79.14
Ginger,83.86,50.06,81.33,6.28,1831.24,21.91,72.33
Ginger,99.0,56.02,86.28,5.8,1975.17,20.65,85.91
Ginger,80.39,54.42,94.94,5.77,1714.24,22.69,88.17
Ginger,77.26,59.06,89.5,5.73,1894.15,27.1,75.92
Ginger,92.1,51.7,92.58,5.91,1601.22,29.07,74.46
Ginger,84.87,59.23,65.96,5.56,1539.93,24.78,81.97
Ginger,88.13,53.64,63.05,5.96,1747.91,29.56,78.73
Ginger,92.21,59.12,85.35,5.61,1577.77,26.54,74.87
Ginger,85.52,55.98,95.99,5.51,2391.73,24.85,71.03
Ginger,95.32,56.54,54.27,6.39,1758.16,26.61,80.6
Ginger,81.48,51.6,76.74,5.63,1954.24,21.24,87.04
Ginger,86.13,55.67,86.93,6.0,1962.95,23.01,81.57
Ginger,94.39,57.47,88.83,6.08,2011.5,29.53,73.39
Ginger,98.98,54.56,58.26,6.38,2265.33,27.3,87.96
Ginger,96.81,54.38,52.0,6.26,2461.44,24.4,85.14
Ginger,90.72,51.13,55.82,5.56,1834.25,26.13,87.7
Ginger,81.02,57.34,75.56,5.73,1637.77,23.32,74.16
Ginger,92.98,59.37,98.3,6.3,2272.86,22.6,85.77
Ginger,77.1,57.67,71.54,6.17,1991.13,24.81,87.01
Ginger,80.65,54.61,86.9,5.79,2130.67,21.06,73.67
Ginger,76.72,55.62,77.14,5.89,2134.94,27.5,78.39
Ginger,93.11,55.63,96.12,5.96,2241.98,26.1,70.31
Ginger,77.75,57.96,90.8,5.79,2181.92,26.82,77.08
Ginger,81.7,55.6,61.64,6.05,1897.4,26.05,87.49
Ginger,90.2,52.02,57.2,6.06,1646.4,28.57,78.97
Ginger,80.46,56.58,87.44,6.22,1784.69,27.54,88.3
Ginger,89.69,57.79,98.11,6.37,2136.27,20.01,74.85
Ginger,79.39,53.01,75.82,6.37,2196.46,23.78,85.99
Ginger,79.33,54.8,77.54,6.32,2020.97,23.23,85.44
Ginger,78.81,54.49,70.49,5.98,1851.63,26.08,72.26
Ginger,89.89,55.1,59.89,5.81,1848.03,24.57,72.96
Ginger,87.35,55.06,81.86,5.71,1799.4,22.8,88.34
Ginger,87.2,58.29,95.33,6.28,2120.35,24.99,77.85
Ginger,85.84,57.28,54.87,5.55,2227.24,27.64,86.81
Ginger,88.94,51.73,82.99,5.69,2187.94,27.0,88.96
Ginger,90.18,57.25,76.74,5.52,2015.79,23.08,78.56
Ginger,88.55,59.15,75.57,6.31,1843.36,21.89,73.22
Ginger,76.18,58.39,79.08,6.26,1523.65,27.49,74.56
Ginger,75.58,52.33,70.12,6.47,2247.85,27.45,86.33
Ginger,85.69,59.13,84.49,5.72,1952.48,27.89,79.04
Ginger,85.08,51.77,70.88,6.3,2029.98,22.77,72.3
Ginger,93.91,54.27,87.88,5.63,1666.03,25.89,83.3
Ginger,87.35,52.08,55.94,6.07,2081.29,22.13,87.64
Ginger,93.28,55.96,89.96,5.99,2114.31,20.31,84.1
Ginger,75.16,54.59,52.58,6.23,2171.59,26.21,84.69
Ginger,77.68,57.9,93.63,5.74,1975.5,23.64,75.51
Ginger,89.85,58.12,92.91,5.74,2452.35,29.23,89.36
Ginger,91.56,50.12,79.68,5.62,1504.59,27.11,84.1
Ginger,84.55,56.98,69.42,6.37,2212.19,28.31,85.45
Ginger,82.22,51.25,64.6,6.02,1865.87,23.29,77.89
Ginger,95.66,58.15,72.8,6.28,1969.33,25.91,70.9
Ginger,97.77,55.56,83.89,5.87,1831.32,25.95,78.9
Ginger,76.73,58.97,69.37,6.37,1891.97,22.27,80.22
Ginger,79.53,57.93,59.15,6.28,2092.05,22.14,83.38
Ginger,85.76,59.1,98.03,5.73,1998.0,24.22,81.93
Ginger,78.87,52.07,94.31,6.21,1935.71,24.0,74.1
Ginger,82.96,50.05,71.02,6.44,1555.92,25.33,76.86
Ginger,98.24,53.78,90.59,6.49,2048.12,23.62,85.46
Ginger,87.69,57.66,62.7,6.41,1673.03,24.5,75.21
Ginger,92.27,56.58,70.61,5.69,1667.0,20.97,71.35
Ginger,80.59,51.84,74.38,6.06,2059.43,26.8,72.17
Ginger,82.5,59.97,59.85,5.95,1948.38,23.18,84.15
Ginger,92.95,59.81,95.03,6.03,1811.29,23.37,81.43
Ginger,88.48,52.38,90.24,5.5,2438.62,28.26,77.01
Ginger,83.67,54.37,70.52,6.34,1651.56,25.61,86.84
Ginger,93.86,53.56,67.43,6.13,1850.69,29.38,83.21
Ginger,88.97,59.29,56.93,6.05,1552.79,25.65,74.48
Ginger,98.94,50.22,59.21,5.93,1620.94,29.87,78.71
Ginger,98.81,59.98,76.41,6.01,2099.36,25.91,86.94
Ginger,99.76,59.94,62.16,5.65,2094.25,27.03,77.24
Ginger,99.24,54.13,86.52,6.2,1935.02,20.49,82.45
Ginger,88.62,58.17,74.06,5.97,1757.55,27.85,81.55
Ginger,76.7,53.0,82.03,5.93,1942.41,23.2,70.07
Ginger,81.5,56.64,51.93,5.6,2061.01,26.29,85.23
Ginger,84.75,56.54,88.66,6.08,2181.44,27.24,75.98
Ginger,92.19,53.9,56.3,5.82,2271.16,26.77,86.01
Ginger,80.95,56.52,94.64,6.39,1982.22,26.21,81.15
Ginger,80.79,58.86,74.62,5.61,1998.06,27.05,85.44
Ginger,99.52,59.61,78.89,5.56,2139.84,28.7,81.33
Ginger,90.86,58.98,79.11,5.75,2010.25,24.0,89.09
Ginger,94.08,56.13,70.4,5.85,1504.88,27.11,87.29
Ginger,96.21,53.04,57.68,5.85,1747.57,21.47,78.93
Ginger,92.49,54.78,72.39,6.36,2032.22,26.57,70.87
Ginger,77.78,56.74,53.31,5.73,2360.27,28.66,74.75
Ginger,93.22,54.47,79.05,5.89,1964.3,25.94,75.86
Ginger,91.85,57.84,83.43,6.3,1697.08,25.88,75.31
Ginger,84.44,50.48,71.63,5.77,2184.48,22.51,79.4
Ginger,75.02,53.33,99.28,5.78,1658.57,28.12,75.93
Ginger,79.44,56.83,60.16,6.31,1865.23,27.4,81.81
Ginger,89.08,56.94,92.36,6.5,2345.58,20.67,79.48
Ginger,76.14,52.48,80.08,6.37,2020.53,27.47,79.29
Ginger,96.07,56.99,74.34,6.34,1753.67,27.25,79.71
Ginger,79.33,50.6,67.76,6.13,2221.99,27.76,77.43
Ginger,77.23,51.27,82.88,5.93,1585.84,24.56,81.79
Ginger,79.22,59.52,79.03,6.39,1580.79,25.4,74.57
Ginger,76.79,53.9,60.51,5.89,1756.1,24.89,73.39
Ginger,96.16,57.78,52.18,5.89,2152.16,26.62,79.21
Ginger,77.63,54.7,52.82,5.81,1636.32,23.53,72.73
Ginger,84.8,55.83,52.02,5.92,1760.14,28.58,81.79
Ginger,83.02,58.33,67.92,6.12,2400.99,28.05,89.91
Ginger,80.56,52.78,52.3,6.03,1575.11,22.31,84.34
Ginger,95.75,57.97,61.99,5.64,1879.71,21.39,82.34
Ginger,83.36,52.92,76.79,6.35,2132.01,27.11,80.85
Ginger,85.93,53.66,53.68,5.64,1659.86,20.21,78.23
Ginger,80.51,53.12,95.68,6.33,2252.43,28.67,87.71
Ginger,98.13,55.83,50.28,6.22,1924.67,27.51,79.78
Ginger,89.73,57.67,50.83,6.44,2190.58,24.05,86.85
Ginger,90.34,51.04,50.33,5.65,1579.16,29.86,79.53
Ginger,90.99,53.23,93.15,6.06,1888.19,27.48,85.55
Ginger,95.07,54.03,65.23,6.14,1780.97,26.33,87.22
Gram,23.9,40.82,21.93,6.67,569.26,20.77,59.0
Gram,29.86,48.21,22.44,6.49,436.28,23.14,48.44
Gram,26.98,41.8,29.11,6.98,499.26,26.22,47.56
Gram,27.89,41.27,23.4,5.99,566.29,26.75,59.36
Gram,21.88,43.05,25.97,5.78,485.12,23.27,53.03
Gram,23.6,46.18,21.79,5.93,591.29,21.47,40.15
Gram,24.66,49.28,25.35,5.58,489.64,20.61,55.76
Gram,29.01,44.72,23.56,5.91,624.66,27.4,44.5
Gram,26.84,42.38,24.44,5.93,578.78,24.64,45.77
Gram,21.92,48.61,23.61,6.74,572.11,20.83,50.82
Gram,24.4,41.53,22.29,6.31,603.26,21.32,53.73
Gram,26.7,40.59,22.36,6.9,516.32,27.46,52.47
Gram,27.53,44.04,24.59,5.85,604.26,22.19,46.67
Gram,21.44,47.76,22.86,6.98,549.09,29.97,56.4
Gram,21.42,47.58,22.37,5.7,548.12,20.24,59.18
Gram,24.76,49.11,24.83,5.62,499.59,21.95,51.32
Gram,22.58,40.73,28.22,5.63,480.79,25.07,40.29
Gram,22.14,46.12,23.86,6.54,611.05,23.14,44.48
Gram,25.99,40.39,29.98,6.34,498.6,29.4,58.29
Gram,24.54,40.4,26.5,5.68,536.22,20.78,41.81
Gram,27.37,48.71,29.23,6.13,554.0,28.68,53.74
Gram,24.38,45.53,25.14,6.03,492.02,24.43,56.87
Gram,27.74,44.36,23.55,6.21,641.49,24.85,50.96
Gram,29.35,41.48,28.03,5.82,576.43,22.4,45.48
Gram,25.34,46.8,26.14,6.66,678.81,25.53,54.93
Gram,23.19,46.97,28.97,6.28,657.21,24.91,56.01
Gram,29.7,40.48,20.82,6.08,647.8,28.19,55.25
Gram,28.98,46.23,24.12,6.16,489.77,24.71,42.29
Gram,28.76,49.7,20.49,6.97,495.41,26.91,54.23
Gram,27.55,41.72,23.5,5.76,612.17,29.65,40.5
Gram,21.76,47.68,22.42,6.07,641.39,21.05,40.2
Gram,26.35,40.13,27.84,6.92,638.21,21.04,48.82
Gram,29.41,47.84,20.98,6.3,526.13,25.63,41.45
Gram,24.25,49.86,23.94,6.09,588.32,20.54,44.61
Gram,21.87,44.81,24.79,6.81,424.3,27.24,47.5
Gram,26.71,44.66,24.07,5.95,622.77,25.83,51.48
Gram,24.86,41.31,24.35,6.56,583.75,22.42,46.6
Gram,24.96,45.6,28.26,5.53,601.22,29.01,59.69
Gram,21.2,41.38,23.56,5.88,684.98,28.13,46.43
Gram,22.44,49.35,29.72,6.42,647.62,28.15,43.51
Gram,27.87,46.49,24.06,6.54,650.42,25.68,57.63
Gram,27.1,41.23,24.25,5.61,483.01,26.24,53.6
Gram,27.66,47.32,24.04,5.97,401.05,27.57,49.39
Gram,21.14,44.28,28.2,6.36,454.49,20.68,47.93
Gram,26.78,44.22,25.02,6.29,421.42,27.28,59.97
Gram,27.59,48.28,28.46,6.34,449.84,29.55,47.95
Gram,26.17,40.67,23.69,6.39,664.02,29.7,46.46
Gram,21.49,46.57,24.28,5.5,616.76,24.03,41.82
Gram,26.34,45.67,24.8,6.74,676.84,29.27,40.2
Gram,21.97,43.85,24.57,6.83,621.07,29.84,47.74
Gram,25.04,43.65,21.01,6.75,655.09,27.27,43.35
Gram,20.14,44.86,20.71,6.21,507.73,28.68,49.81
Gram,24.46,47.17,22.27,5.87,671.26,26.28,55.48
Gram,21.38,40.16,25.57,5.95,524.76,25.24,57.18
Gram,24.06,43.81,21.43,5.82,493.85,27.12,52.21
Gram,22.9,47.34,26.99,6.24,520.82,26.54,42.21
Gram,24.42,48.94,26.86,5.73,698.7,26.46,43.68
Gram,24.34,48.22,29.42,6.5,617.81,29.65,41.97
Gram,26.94,49.06,26.07,6.46,481.38,25.3,44.38
Gram,21.19,47.73,26.6,6.52,575.26,28.26,43.48
Gram,28.03,46.91,25.89,5.57,493.08,29.84,59.86
Gram,29.3,49.74,29.32,5.74,474.04,27.69,46.25
Gram,20.37,47.63,22.18,5.82,470.05,26.34,57.73
Gram,22.49,40.58,21.82,6.09,451.0,22.59,49.16
Gram,23.95,43.84,26.55,6.06,492.61,28.04,47.18
Gram,29.7,48.77,26.88,6.89,460.36,22.55,58.23
Gram,22.44,47.86,24.8,5.97,675.92,27.17,59.24
Gram,26.02,47.01,28.05,6.31,507.0,29.81,47.03
Gram,26.08,40.0,22.23,5.8,597.44,29.88,57.63
Gram,22.48,44.98,24.84,6.9,579.35,20.5,54.88
Gram,27.71,46.5,28.17,6.48,473.3,27.99,48.91
Gram,26.92,46.49,21.28,6.68,535.24,25.34,48.95
Gram,26.31,42.06,23.81,5.73,430.28,29.02,40.12
Gram,22.44,49.9,21.21,6.93,427.05,26.39,57.22
Gram,24.04,46.75,27.88,6.38,585.03,24.35,47.1
Gram,21.42,45.21,29.22,6.53,506.44,23.98,48.28
Gram,24.67,42.74,21.32,6.78,587.92,22.09,55.65
Gram,20.31,41.5,27.09,6.93,534.16,29.48,44.15
Gram,21.82,45.98,21.21,6.24,584.45,29.09,52.0
Gram,21.02,43.29,24.43,6.47,615.21,29.45,46.78
Gram,24.26,42.39,22.2,5.94,609.46,27.47,44.65
Gram,24.9,46.99,26.01,5.65,681.82,26.22,49.58
Gram,26.31,45.65,25.93,6.54,585.25,23.89,45.53
Gram,29.83,47.13,27.79,6.43,681.52,22.76,50.99
Gram,22.01,42.92,27.92,6.28,688.9,26.39,52.09
Gram,22.01,44.64,20.36,6.88,681.58,29.69,44.73
Gram,21.74,44.64,23.29,6.95,573.4,26.58,47.38
Gram,29.43,47.07,25.02,6.84,650.61,28.94,56.29
Gram,26.37,43.55,21.91,6.75,418.25,21.08,47.91
Gram,25.25,41.99,26.76,5.87,622.59,21.76,50.41
Gram,28.17,43.25,27.1,6.41,638.95,20.01,44.92
Gram,28.8,47.78,26.49,6.39,692.81,29.88,44.11
Gram,29.15,49.75,23.38,6.76,552.36,23.1,49.19
Gram,25.64,40.01,28.61,6.35,538.43,29.96,45.45
Gram,20.58,47.68,24.25,5.89,475.54,26.94,44.01
Gram,28.78,42.6,24.1,6.94,431.49,29.23,58.62
Gram,25.52,46.55,25.97,6.95,512.95,27.24,54.75
